,author,co-author,doi,co-author_list,title
357,"Janzen, Gabriele","['Jansen, Clemens', 'van Turennout, Miranda', 'Weststeijn, Cornelis G.', 'van Turennout, Miranda', 'Wegman, Joost', 'Wegman, Joost']","['10.1016/j.neuroimage.2010.03.083', '10.1002/hipo.20364', '10.1016/j.brainres.2007.05.074', '10.1093/cercor/bhl008', '10.1111/ejn.13416', '10.1002/hipo.22275']","{'Jansen, Clemens', 'van Turennout, Miranda', 'Wegman, Joost', 'Weststeijn, Cornelis G.'}","['A neural wayfinding mechanism adjusts for ambiguous landmark information', 'Memory consolidation of landmarks in good navigators', 'Neural representation of object location and route direction: An event-related fMRI study', 'Neural representation of navigational relevance is rapidly induced and long lasting', 'The brain-derived neurotrophic factor Val66Met polymorphism affects encoding of object locations during active navigation', 'Encoding and retrieval of landmark-related spatial cues during navigation: An fMRI study']"
358,"Mei, Leilei","['Dong, Qi']",['10.1016/j.neuroimage.2010.03.067'],"{'Dong, Qi'}",['The visual word form area is involved in successful memory encoding of both words and faces']
359,"Kupers, Ron","['Ptito, Maurice']",['10.1073/pnas.1006199107'],"{'Ptito, Maurice'}",['Neural correlates of virtual route recognition in congenital blindness']
360,"Mellet, Emmanuel","['Tzourio-Mazoyer, Nathalie']",['10.1002/hbm.20917'],"{'Tzourio-Mazoyer, Nathalie'}",['Impact of the Virtual Reality on the Neural Representation of an Environment']
361,"Giovanello, Kelly S.","['Schacter, Daniel L.']",['10.1162/jocn.2009.21274'],"{'Schacter, Daniel L.'}",['Age-related Neural Changes during Memory Conjunction Errors']
362,"Goodrich-Hunsaker, Naomi J.","['Hopkins, Ramona O.']",['10.1037/a0019193'],"{'Hopkins, Ramona O.'}",['Spatial Memory Deficits in a Virtual Radial Arm Maze in Amnesic Participants With Hippocampal Damage']
363,"Spreng, R. Nathan","['Grady, Cheryl L.', 'Laurita, Anne C.']","['10.1162/jocn.2009.21282', '10.1093/scan/nsx040']","{'Laurita, Anne C.', 'Grady, Cheryl L.'}","['Patterns of Brain Activity Supporting Autobiographical Memory, Prospection, and Theory of Mind, and Their Relationship to the Default Mode Network', 'Dissociable patterns of brain activity for mentalizing about known others: a role for attachment']"
364,"Greve, Andrea","['Wilding, Edward L.']",['10.1523/JNEUROSCI.0345-10.2010'],"{'Wilding, Edward L.'}",['Functional Neuroanatomy Supporting Judgments of When Events Occurred']
365,"Botzung, Anne","['Rubin, David C.', 'Manning, Lilianne']","['10.3389/fnhum.2010.00034', '10.1016/j.bandc.2007.07.011']","{'Manning, Lilianne', 'Rubin, David C.'}","['Component neural systems for the creation of emotional memories during free viewing of a complex, real-world event', 'Experiencing past and future personal events: Functional neuroimaging evidence on the neural bases of mental time travel']"
366,"Schoening, Sonja","['Konrad, Carsten']",['10.1111/j.1743-6109.2009.01484.x'],"{'Konrad, Carsten'}",['Neuroimaging Differences in Spatial Cognition between Men and Male-to-Female Transsexuals Before and During Hormone Therapy']
367,"la Fougere, Christian","['Jahn, Klaus']",['10.1016/j.neuroimage.2009.12.060'],"{'Jahn, Klaus'}",['Real versus imagined locomotion: A [F-18]-FDG PET-fMRI comparison']
368,"van Wingen, Guido","['Fernandez, Guillen']",['10.1016/j.neuroimage.2010.01.058'],"{'Fernandez, Guillen'}",['The brain-derived neurotrophic factor Val66Met polymorphism affects memory formation and retrieval of biologically salient stimuli']
369,"Meulenbroek, Olga","['Fernandez, Guillen']",['10.1016/j.brainres.2009.12.011'],"{'Fernandez, Guillen'}",['Age-effects on associative object-location memory']
370,"Folley, Bradley S.","['Pearlson, Godfrey D.']",['10.1016/j.neuroimage.2009.11.034'],"{'Pearlson, Godfrey D.'}",['Anomalous neural circuit function in schizophrenia during a virtual Morris water task']
371,"Doeller, Christian F.","['Burgess, Neil', 'Theves, Stephanie', 'Nau, Matthias', 'Theves, Stephanie', 'Staudigl, Tobias', 'Nau, Matthias', 'Deuker, Lorena', 'Bellmund, Jacob L. S.', 'Steemers, Ben']","['10.1038/nature08704', '10.1523/JNEUROSCI.0494-20.2020', '10.1038/s41467-020-17000-2', '10.1016/j.cub.2019.02.035', '10.1016/j.cub.2018.09.035', '10.1038/s41593-017-0050-8', '10.7554/eLife.16534', '10.7554/eLife.17089', '10.1016/j.cub.2016.04.063']","{'Staudigl, Tobias', 'Theves, Stephanie', 'Bellmund, Jacob L. S.', 'Burgess, Neil', 'Nau, Matthias', 'Deuker, Lorena', 'Steemers, Ben'}","['Evidence for grid cells in a human memory network', 'The Hippocampus Maps Concept Space, Not Feature Space', 'Behavior-dependent directional tuning in the human visual-navigation network', 'The Hippocampus Encodes Distances in Multidimensional Feature Space', 'Hexadirectional Modulation of High-Frequency Electrophysiological Activity in the Human Anterior Medial Temporal Lobe Maps Visual Space', 'Hexadirectional coding of visual space in human entorhinal cortex', 'An event map of memory space in the hippocampus', 'Grid-cell representations in mental simulation', 'Hippocampal Attractor Dynamics Predict Memory-Based Decision Making']"
372,"Frank, Lawrence R.","['Wong, Eric C.']",['10.1016/j.neuroimage.2009.09.010'],"{'Wong, Eric C.'}","['High efficiency, low distortion 3D diffusion tensor imaging with variable density spiral fast spin echoes (3D DW VDS RARE)']"
373,"Slotnick, Scott D.","['Jeye, Brittany M.']","['10.1016/j.neuroimage.2009.09.039', '10.1016/j.brainres.2018.02.029']","{'Jeye, Brittany M.'}","['Does the hippocampus mediate objective binding or subjective remembering?', 'Distinct regions of the hippocampus are associated with memory for different spatial locations']"
374,"Manenti, R.","['Cappa, S. F.']",['10.1007/s10548-009-0126-1'],"{'Cappa, S. F.'}",['The Neural Bases of Word Encoding and Retrieval: A fMRI-Guided Transcranial Magnetic Stimulation Study']
375,"Axmacher, Nikolai","['Fell, Juergen', 'Fell, Juergen']","['10.1111/j.1460-9568.2009.07041.x', '10.1093/cercor/bhm084']","{'Fell, Juergen'}","['Electrophysiological signature of working and long-term memory interaction in the human hippocampus', 'The role of sleep in declarative memory consolidation - Direct evidence by intracranial EEG']"
376,"Preston, Alison R.","['Wagner, Anthony D.', 'Gabrieli, John D. E.', 'Liang, Jackson C.']","['10.1162/jocn.2009.21195', '10.1093/cercor/bhm245', '10.1016/j.cortex.2016.09.011']","{'Wagner, Anthony D.', 'Liang, Jackson C.', 'Gabrieli, John D. E.'}","['High-resolution fMRI of Content-sensitive Subsequent Memory Responses in Human Medial Temporal Lobe', 'Dissociation between explicit memory and configural memory in the human medial temporal lobe', 'Medial temporal lobe reinstatement of content-specific details predicts source memory']"
377,"Ward, Emily J.","['Epstein, Russell A.']",['10.1167/10.14.6'],"{'Epstein, Russell A.'}",['Eye-centered encoding of visual space in scene-selective regions']
378,"van Stegeren, Anda H.","['Joels, Marian']",['10.1016/j.nlm.2009.08.004'],"{'Joels, Marian'}",['Interacting noradrenergic and corticosteroid systems shift human brain activation patterns during encoding']
379,"Ramsoy, Thomas Z.","['Jernigan, Terry L.']",['10.1016/j.neuroimage.2009.03.082'],"{'Jernigan, Terry L.'}",['Regional activation of the human medial temporal lobe during intentional encoding of objects and positions']
380,"Lepore, Natasha","['Thompson, Paul M.']",['10.1016/j.neuroimage.2009.01.071'],"{'Thompson, Paul M.'}",['Pattern of hippocampal shape and volume differences in blind subjects']
381,"Bellgowan, Patrick S. F.","['Martin, Alex']",['10.1101/lm.1357309'],"{'Martin, Alex'}",['Lateralized spatial and object memory encoding in entorhinal and perirhinal cortices']
382,"Beason-Held, L. L.","['Resnick, S. M.']",['10.1007/s11682-008-9054-z'],"{'Resnick, S. M.'}",['Stability of Default-Mode Network Activity in the Aging Brain']
383,"Smith, Charles D.","['Conturo, Thomas E.']",['10.1002/jmri.21692'],"{'Conturo, Thomas E.'}",['MRI Diffusion Tensor Tracking of a New Amygdalo-Fusiform and Hippocampo-Fusiform Pathway System in Humans']
384,"Diekmann, Volker","['Becker, Wolfgang']",['10.1007/s00221-009-1753-1'],"{'Becker, Wolfgang'}",['Deriving angular displacement from optic flow: a fMRI study']
385,"Hassabis, Demis","['Maguire, Eleanor A.', 'Maguire, Eleanor A.', 'Chadwick, Martin J.']","['10.1016/j.cub.2009.02.033', '10.1523/JNEUROSCI.4549-07.2007', '10.1073/pnas.1610686113']","{'Maguire, Eleanor A.', 'Chadwick, Martin J.'}","['Decoding Neuronal Ensembles in the Human Hippocampus', 'Using imagination to understand the neural basis of episodic memory', 'Semantic representations in the temporal pole predict false memories']"
386,"Straube, Benjamin","['Kircher, Tilo']",['10.1162/jocn.2009.21053'],"{'Kircher, Tilo'}",['Memory Effects of Speech and Gesture Binding: Cortical and Hippocampal Activation in Relation to Subsequent Memory Performance']
387,"Deutschlaender, Angela","['Jahn, Klaus']",['10.1016/j.neuroimage.2008.11.029'],"{'Jahn, Klaus'}",['Imagined locomotion in the blind: An fMRI study']
388,"Jahn, Klaus","['Brandt, Thomas', 'la Fougere, Christian', 'Deutschlaender, Angela', 'Wagner, Judith']","['10.1111/j.1749-6632.2009.03770.x', '10.1016/j.neuroimage.2009.12.060', '10.1016/j.neuroimage.2008.11.029', '10.1007/s00221-008-1520-8']","{'Brandt, Thomas', 'Deutschlaender, Angela', 'Wagner, Judith', 'la Fougere, Christian'}","['Human Hippocampal Activation during Stance and Locomotion fMRI Study on Healthy, Blind, and Vestibular-Loss Subjects', 'Real versus imagined locomotion: A [F-18]-FDG PET-fMRI comparison', 'Imagined locomotion in the blind: An fMRI study', 'Mind the bend: cerebral activations associated with mental imagery of walking along a curved path']"
389,"Iaria, Giuseppe","['Barton, Jason J. S.', 'Arnold, Aiden E. G. F.', 'Burles, Ford', 'Arnold, Aiden E. G. F.']","['10.1016/j.neuropsychologia.2008.08.021', '10.3389/fnhum.2018.00292', '10.1007/s00429-016-1288-8', '10.1162/jocn_a_00491']","{'Barton, Jason J. S.', 'Arnold, Aiden E. G. F.', 'Burles, Ford'}","['Developmental topographical disorientation: Case one', 'Dynamic Neural Network Reconfiguration During the Generation and Reinstatement of Mnemonic Representations', 'Dorso-medial and ventro-lateral functional specialization of the human retrosplenial complex in spatial updating and orienting', 'Neural Network Configuration and Efficiency Underlies Individual Differences in Spatial Orientation Ability']"
390,"Duverne, S.","['Rugg, M. D.']",['10.1016/j.neurobiolaging.2007.04.022'],"{'Rugg, M. D.'}",['Regional specificity of age effects on the neural correlates of episodic retrieval']
391,"Vinogradov, Sophia","['Simpson, Gregory V.']",['10.1093/cercor/bhn028'],"{'Simpson, Gregory V.'}",['Deficit in a Neural Correlate of Reality Monitoring in Schizophrenia Patients']
392,"Di Giorgio, Annabella","['Bertolino, Alessandro']",['10.1111/j.1460-9568.2008.06482.x'],"{'Bertolino, Alessandro'}",['Association of the Ser(704)Cys DISC1 polymorphism with human hippocampal formation gray matter and function during memory encoding']
393,"Wagner, Judith","['Jahn, Klaus']",['10.1007/s00221-008-1520-8'],"{'Jahn, Klaus'}",['Mind the bend: cerebral activations associated with mental imagery of walking along a curved path']
394,"Konkel, Alex","['Cohen, Neal J.']",['10.3389/neuro.09.015.2008'],"{'Cohen, Neal J.'}",['Hippocampal amnesia impairs all manner of relational memory']
395,"Bogdanova, Yelena","['Cronin-Golomb, Alice']",['10.1016/j.neuropsychologia.2008.05.029'],"{'Cronin-Golomb, Alice'}",['Mapping mental number line in physical space: Vertical and horizontal visual number line orientation in asymptomatic individuals with HIV']
396,"Fairhall, Scott L.","['Ishai, Alumit']",['10.1016/j.concog.2007.07.005'],"{'Ishai, Alumit'}",['Neural correlates of object indeterminacy in art compositions']
397,"Sack, Alexander T.","['Formisano, Elia']",['10.1523/JNEUROSCI.2656-08.2008'],"{'Formisano, Elia'}",['Dynamic premotor-to-parietal interactions during spatial imagery']
398,"Rauchs, Geraldine","['Peigneux, Philippe', 'Peigneux, Philippe']","['10.1371/journal.pone.0002949', '10.1002/hipo.20411']","{'Peigneux, Philippe'}","['Sleep Modulates the Neural Substrates of Both Spatial and Contextual Memory Consolidation', 'Partially segregated neural networks for spatial and contextual memory in virtual navigation']"
399,"Bertolino, Alessandro","['Dallapiccola, Bruno', 'Scarabino, Tommaso', 'Di Giorgio, Annabella']","['10.1016/j.biopsych.2008.02.001', '10.1016/j.biopsych.2006.03.078', '10.1111/j.1460-9568.2008.06482.x']","{'Dallapiccola, Bruno', 'Di Giorgio, Annabella', 'Scarabino, Tommaso'}","['Epistasis between dopamine regulating genes identifies a nonlinear response of the human hippocampus during memory tasks', 'Prefrontal-hippocampal coupling during memory processing is modulated by COMT Val158met genotype', 'Association of the Ser(704)Cys DISC1 polymorphism with human hippocampal formation gray matter and function during memory encoding']"
400,"St. Jacques, Peggy","['Cabeza, Roberto']",['10.1162/jocn.2008.20091'],"{'Cabeza, Roberto'}",['The short and long of it: Neural correlates of temporal-order memory for autobiographical events']
401,"Awipi, T.","['Davachi, L.']",['10.1037/0278-7393.34.4.769'],"{'Davachi, L.'}",['Content-specific source encoding in the human medial temporal lobe']
402,"Cornwell, Brian R.","['Grillon, Christian']",['10.1523/JNEUROSCI.5001-07.2008'],"{'Grillon, Christian'}",['Human hippocampal and parahippocampal theta during goal-directed spatial navigation predicts performance on a virtual Morris water maze']
403,"Jerde, Trenton A.","['Georgopoulos, Apostolos P.']",['10.1007/s00221-008-1318-8'],"{'Georgopoulos, Apostolos P.'}",['Ultra-high field parallel imaging of the superior parietal lobule during mental maze solving']
404,"Seemungal, Barry M.","['Bronstein, Adolfo M.']",['10.1016/j.neulet.2008.03.067'],"{'Bronstein, Adolfo M.'}",['Posterior parietal rTMS disrupts human Path Integration during a vestibular navigation task']
405,"Ludowig, Eva","['Rosburg, Timm']",['10.1162/jocn.2008.20507'],"{'Rosburg, Timm'}",['Intracranially recorded memory-related potentials reveal higher posterior than anterior hippocampal involvement in verbal encoding and retrieval']
406,"Bakker, Arnold","['Stark, Craig E. L.', 'Brandt, Jason']","['10.1126/science.1152882', '10.1037/neu0000410']","{'Stark, Craig E. L.', 'Brandt, Jason'}","['Pattern separation in the human hippocampal CA3 and dentate gyrus', 'Neuropsychological Investigation of The Amazing Memory Man']"
407,"Alexander, Gene E.","['Barnes, Carol A.']",['10.1523/JNEUROSCI.1852-07.2008'],"{'Barnes, Carol A.'}",['Age-related regional network of magnetic resonance iemaging gray matter in the rhesus macaque']
408,"Shipman, Seth L.","['Astur, Robert S.']",['10.1016/j.bbr.2007.10.014'],"{'Astur, Robert S.'}",['Factors affecting the hippocampal BOLD response during spatial memory']
409,"Holdstock, J. S.","['Mayes, A. R.']",['10.1002/hipo.20427'],"{'Mayes, A. R.'}",['Two case studies illustrating how relatively selective hippocampal lesions in humans can have quite different effects on memory']
410,"Soei, Eleonore","['Daum, Irene']",['10.1101/lm.757508'],"{'Daum, Irene'}",['Course of relational and non-relational recognition memory across the adult lifespan']
411,"Watanabe, Takamitsu","['Kikyo, Hideyuki']",['10.1016/j.neuroimage.2007.08.024'],"{'Kikyo, Hideyuki'}",['Memory of music: Roles of right hippocampus and left inferior frontal gyrus']
412,"Simons, Jon S.","['Budson, Andrew E.']",['10.1016/j.neuropsychologia.2007.07.024'],"{'Budson, Andrew E.'}",['Is the parietal lobe necessary for recollection in humans?']
413,"Turner, Martha S.","['Burgess, Paul W.']",['10.1016/j.neuropsychologia.2007.12.029'],"{'Burgess, Paul W.'}",['Distinct roles for lateral and medial rostral prefrontal cortex in source monitoring of perceived and imagined events']
414,"Tsukiura, Takashi","['Cabeza, Roberto']",['10.1016/j.neuropsychologia.2008.03.013'],"{'Cabeza, Roberto'}",['Orbitofrontal and hippocampal contributions to memory for face-name associations: The rewarding power of a smile']
415,"Sterpenich, Virginie","['Maquet, Pierre']",['10.1371/journal.pbio.0050282'],"{'Maquet, Pierre'}",['Sleep-related hippocampo-cortical interplay during emotional memory recollection']
